frame,team0_FC Koln,team1_Hoffenheim,team0_FC Koln_smooth,team1_Hoffenheim_smooth
58,84.12964876033058,15.870351239669422,38.19232093663911,61.80767906336087
59,63.666494490358126,36.333505509641874,37.37827134986226,62.62172865013774
60,34.174845041322314,65.82515495867769,38.676308539944905,61.323691460055095
61,56.88274793388429,43.117252066115704,39.65487258953168,60.345127410468315
62,60.246642561983464,39.75335743801653,40.367079889807165,59.632920110192835
63,47.08376377410468,52.91623622589532,41.13713842975207,58.86286157024793
64,37.547348484848484,62.452651515151516,41.692837465564736,58.30716253443526
65,11.299070247933884,88.70092975206612,44.36200068870523,55.63799931129477
66,32.18190426997245,67.81809573002755,47.229080578512395,52.770919421487605
67,15.513085399449036,84.48691460055096,48.17871900826446,51.82128099173554
68,19.6883608815427,80.31163911845731,46.625086088154276,53.37491391184573
69,16.62792699724518,83.37207300275482,48.11957644628099,51.88042355371901
70,7.653236914600551,92.34676308539946,49.87525826446281,50.12474173553719
71,23.97124655647383,76.02875344352617,48.39109848484848,51.60890151515151
72,59.85709366391184,40.14290633608815,47.15891873278237,52.84108126721763
73,63.70308195592287,36.29691804407714,46.496556473829195,53.503443526170805
74,42.59857093663912,57.40142906336089,46.05681818181818,53.94318181818182
75,73.85933195592287,26.140668044077138,46.9028064738292,53.097193526170805
76,76.09331955922865,23.90668044077135,46.397382920110196,53.60261707988982
77,93.04838154269972,6.951618457300275,45.834366391184574,54.16563360881543
78,84.27815082644628,15.72184917355372,48.71143250688705,51.28856749311295
79,75.34435261707989,24.655647382920108,50.418991046831955,49.581008953168045
80,12.433281680440771,87.56671831955923,52.481491046831955,47.518508953168045
81,70.303891184573,29.696108815426996,52.220730027548214,47.77926997245179
82,84.69567837465564,15.304321625344352,54.10390840220385,45.896091597796136
83,47.02565426997245,52.97434573002755,56.5444214876033,43.4555785123967
84,32.86200068870524,67.13799931129476,59.0094696969697,40.9905303030303
85,17.615788567493112,82.38421143250689,60.37982093663911,39.62017906336089
86,45.889290633608816,54.110709366391184,61.05776515151515,38.94223484848485
87,81.39634986225896,18.603650137741045,62.72116046831956,37.27883953168044
88,34.44817493112948,65.55182506887053,62.577909779614316,37.42209022038568
89,23.471935261707987,76.52806473829202,62.94800275482093,37.05199724517907
90,83.22572314049587,16.774276859504134,59.55440771349862,40.44559228650138
91,74.87086776859503,25.12913223140496,57.59108126721763,42.40891873278237
92,67.07558539944904,32.92441460055097,57.98665633608815,42.01334366391185
93,13.169335399449036,86.83066460055096,60.83359159779615,39.166408402203864
94,63.70738636363637,36.29261363636363,60.14729683195593,39.85270316804408
95,68.66606404958677,31.33393595041322,58.22382920110193,41.77617079889807
96,85.5974517906336,14.402548209366392,59.90134297520661,40.09865702479339
97,94.11587465564737,5.884125344352617,60.88696625344353,39.113033746556475
98,80.6516873278237,19.34831267217631,62.930526859504134,37.06947314049587
99,84.18345385674931,15.81654614325069,63.7456955922865,36.2543044077135
100,70.27806473829202,29.721935261707987,63.01153581267218,36.98846418732782
101,85.34564393939394,14.65435606060606,64.41701101928375,35.58298898071625
102,8.208505509641874,91.79149449035813,64.07291666666666,35.92708333333333
103,35.19498966942149,64.80501033057851,63.543991046831955,36.456008953168045
104,85.23372933884298,14.766270661157025,63.54769283746557,36.45230716253443
105,83.6066632231405,16.393336776859506,63.0338326446281,36.9661673553719
106,53.14652203856749,46.8534779614325,65.27315771349862,34.72684228650137
107,36.608987603305785,63.391012396694215,64.76041666666667,35.23958333333333
108,88.96349862258953,11.036501377410469,64.78572658402204,35.21427341597796
109,57.5025826446281,42.4974173553719,64.48045798898072,35.51954201101928
110,68.70480371900827,31.295196280991732,63.69473140495868,36.30526859504132
111,66.26850895316805,33.731491046831955,62.606577134986225,37.393422865013775
112,63.042355371900825,36.957644628099175,60.771005509641874,39.228994490358126
113,69.58505509641874,30.414944903581265,61.43069903581268,38.56930096418733
114,14.869576446280991,85.130423553719,60.14135674931129,39.85864325068871
115,70.00258264462809,29.9974173553719,62.08970385674931,37.91029614325069
116,74.96341253443526,25.036587465564736,62.292269283746556,37.707730716253444
117,54.2290805785124,45.770919421487605,60.41210399449035,39.58789600550964
118,69.15246212121212,30.84753787878788,59.32257231404959,40.67742768595041
119,50.88886019283747,49.11113980716254,59.322744490358126,40.677255509641874
120,69.29881198347107,30.701188016528924,59.973140495867774,40.02685950413223
121,77.96573691460054,22.03426308539945,57.22124655647382,42.77875344352616
122,74.47271005509641,25.52728994490358,57.38972107438016,42.61027892561983
123,53.4478305785124,46.552169421487605,57.226584022038566,42.773415977961434
124,38.2941632231405,61.7058367768595,57.1605544077135,42.8394455922865
125,86.77040289256198,13.229597107438016,56.37568870523416,43.62431129476584
126,53.1120867768595,46.8879132231405,56.40220385674931,43.59779614325069
127,56.917183195592294,43.08281680440771,58.26127754820937,41.738722451790636
128,40.25912534435262,59.74087465564738,57.63128443526171,42.368715564738295
129,38.22959710743802,61.77040289256198,57.11019283746557,42.88980716253443
130,56.36837121212122,43.63162878787879,57.427944214876035,42.572055785123965
131,53.150826446280995,46.84917355371901,57.70454545454545,42.29545454545454
132,52.868887741046834,47.131112258953166,58.047434573002754,41.952565426997246
133,20.166150137741045,79.83384986225896,57.04433539944904,42.95566460055096
134,61.7144455922865,38.2855544077135,55.2170282369146,44.7829717630854
135,64.62637741046832,35.37362258953168,54.84349173553719,45.15650826446281
136,64.61776859504133,35.382231404958674,55.29941460055096,44.70058539944904
137,43.420712809917354,56.57928719008265,55.40048209366391,44.59951790633609
138,70.24793388429752,29.75206611570248,53.7674758953168,46.2325241046832
139,61.34641873278237,38.65358126721763,52.54889807162535,47.45110192837466
140,54.252754820936644,45.74724517906336,51.46771694214876,48.532283057851245
141,61.936122589531685,38.06387741046832,50.757834022038566,49.242165977961434
142,62.1728650137741,37.8271349862259,51.75189393939394,48.24810606060607
143,76.06749311294766,23.93250688705234,51.98200757575758,48.01799242424242
144,59.46108815426997,40.53891184573003,51.78150826446281,48.21849173553719
145,44.2213326446281,55.7786673553719,51.81465220385675,48.18534779614325
146,32.28305785123967,67.71694214876032,52.48605371900827,47.51394628099173
147,65.13429752066115,34.86570247933884,52.37301997245179,47.62698002754821
148,64.84590220385675,35.154097796143255,51.65478650137741,48.34521349862259
149,40.82085055096419,59.17914944903582,49.85270316804408,50.14729683195592
150,45.945247933884296,54.05475206611571,48.80750688705234,51.19249311294766
151,22.647641184573004,77.352358815427,48.00921143250689,51.99078856749311
152,29.887654958677683,70.11234504132231,46.81172520661156,53.18827479338844
153,22.512052341597798,77.4879476584022,45.58221418732782,54.41778581267218
154,63.081095041322314,36.918904958677686,44.50421831955923,55.49578168044077
155,62.121212121212125,37.878787878787875,44.517561983471076,55.482438016528924
156,48.13834366391185,51.86165633608816,42.043216253443525,57.956783746556475
157,53.69748622589532,46.30251377410468,40.6691632231405,59.330836776859506
158,36.951188016528924,63.048811983471076,41.391701101928376,58.608298898071624
159,58.88860192837465,41.111398071625345,42.61458333333333,57.38541666666667
160,46.670540633608816,53.329459366391184,42.28047520661157,57.71952479338844
161,19.565685261707987,80.43431473829202,41.06465220385675,58.93534779614325
162,17.29080578512397,82.70919421487604,41.46513429752066,58.53486570247934
163,50.29054752066116,49.70945247933884,41.99956955922865,58.00043044077135
164,31.40926308539945,68.59073691460054,43.02143595041321,56.97856404958679
165,23.514979338842977,76.48502066115702,44.02642906336089,55.97357093663911
166,34.9862258953168,65.0137741046832,45.33333333333333,54.66666666666667
167,62.50645661157025,37.49354338842975,46.11682162534436,53.88317837465564
168,14.208849862258955,85.79115013774104,45.502324380165284,54.49767561983471
169,25.10976239669421,74.89023760330579,45.50740358126722,54.49259641873278
170,62.28477961432507,37.71522038567493,46.46470385674931,53.53529614325069
171,62.85511363636363,37.14488636363637,47.78004476584021,52.21995523415978
172,56.781594352617084,43.218405647382916,47.74586776859505,52.25413223140495
173,34.450327134986225,65.54967286501378,49.244146005509634,50.755853994490366
174,50.83290289256198,49.16709710743802,49.993973829201096,50.0060261707989
175,59.306129476584026,40.693870523415974,51.23837809917355,48.76162190082645
176,48.19430096418733,51.805699035812665,50.374655647382916,49.625344352617084
177,55.01248278236914,44.98751721763085,50.712379476584026,49.287620523415974
178,55.18465909090909,44.815340909090914,50.997073002754824,49.002926997245176
179,82.6683023415978,17.331697658402202,51.37741046831956,48.62258953168044
180,46.758780991735534,53.241219008264466,49.90659435261708,50.09340564738292
181,48.265323691460054,51.73467630853994,49.88438360881543,50.11561639118457
182,77.62999311294766,22.37000688705234,50.54803719008264,49.45196280991736
183,69.83471074380165,30.165289256198346,50.38352272727272,49.61647727272728
184,58.03417699724518,41.96582300275482,50.25895316804408,49.74104683195592
185,84.12749655647383,15.87250344352617,49.560261707988985,50.439738292011015
186,38.31138085399449,61.68861914600551,49.24931129476584,50.75068870523416
187,48.400912534435264,51.59908746556474,49.42785812672176,50.57214187327824
188,28.697486225895318,71.30251377410468,49.339101239669425,50.660898760330575
189,39.852358815426996,60.147641184573,49.382489669421496,50.617510330578504
190,30.63231749311295,69.36768250688705,49.132920110192835,50.867079889807165
191,44.494662534435264,55.50533746556474,48.729597107438025,51.270402892561975
192,25.736053719008268,74.26394628099173,47.041580578512395,52.958419421487605
193,13.653581267217632,86.34641873278237,46.63007920110193,53.36992079889807
194,41.701101928374655,58.29889807162535,46.9435261707989,53.0564738292011
195,58.17191804407713,41.82808195592286,45.05018939393939,54.94981060606061
196,59.74087465564738,40.25912534435262,44.738980716253444,55.26101928374656
197,39.31430785123967,60.68569214876033,43.570420110192835,56.429579889807165
198,26.676566804407713,73.32343319559229,41.00525137741047,58.99474862258953
199,55.29657369146006,44.703426308539946,40.921487603305785,59.078512396694215
200,57.08720730027548,42.91279269972452,40.35433884297521,59.64566115702479
201,49.27901170798898,50.720988292011015,40.76816460055096,59.23183539944904
202,48.773243801652896,51.22675619834711,41.08901515151515,58.91098484848485
203,45.101584022038566,54.898415977961434,41.11974862258953,58.88025137741047
204,40.4678891184573,59.5321108815427,41.773760330578504,58.22623966942148
205,36.47124655647383,63.52875344352618,42.59538567493113,57.40461432506887
206,56.10149793388429,43.898502066115704,43.32859848484849,56.67140151515152
207,30.296573691460054,69.70342630853995,42.518078512396684,57.4819214876033
208,62.05449380165289,37.945506198347104,42.669163223140494,57.330836776859506
209,28.82016184573003,71.17983815426997,41.62508608815427,58.37491391184573
210,19.9982782369146,80.0017217630854,42.737086776859506,57.262913223140494
211,36.21728650137741,63.78271349862259,43.08832644628099,56.91167355371901
212,34.2221935261708,65.7778064738292,42.845041322314046,57.15495867768595
213,39.043130165289256,60.956869834710744,41.328340220385684,58.67165977961433
214,47.87362258953168,52.126377410468315,39.97873622589532,60.02126377410468
215,31.40065426997245,68.59934573002755,38.48820592286501,61.51179407713498
216,60.844955234159784,39.155044765840216,38.59409435261708,61.40590564738292
217,46.27668732782369,53.723312672176306,38.287362258953166,61.71263774104683
218,31.983901515151516,68.01609848484848,38.0607782369146,61.939221763085406
219,21.438102617079892,78.56189738292011,36.74526515151515,63.25473484848485
220,61.94903581267218,38.05096418732782,36.488119834710744,63.511880165289256
221,33.63894628099173,66.36105371900827,34.82257231404959,65.17742768595042
222,67.11432506887053,32.88567493112948,35.93586432506887,64.06413567493114
223,35.457558539944905,64.5424414600551,37.5120523415978,62.4879476584022
224,49.2144455922865,50.7855544077135,36.94490358126722,63.05509641873278
225,19.169679752066116,80.83032024793388,36.461002066115704,63.538997933884296
226,15.538911845730027,84.46108815426997,38.368887741046834,61.63111225895316
227,11.509986225895316,88.49001377410468,37.76885330578513,62.23114669421488
228,47.748794765840216,52.251205234159784,38.858040633608816,61.141959366391184
229,32.7995867768595,67.2004132231405,39.7534435261708,60.2465564738292
230,30.80664600550964,69.19335399449037,40.8497761707989,59.1502238292011
231,23.21367079889807,76.78632920110194,41.055440771349865,58.94455922865014
232,23.867940771349865,76.13205922865014,42.54597107438017,57.45402892561983
233,20.41580578512397,79.58419421487604,41.312327823691454,58.687672176308546
234,56.652462121212125,43.347537878787875,40.80888429752066,59.19111570247934
235,59.40297865013774,40.59702134986226,41.737345041322314,58.262654958677686
236,22.03856749311295,77.96143250688705,43.33126721763086,56.66873278236914
237,22.12465564738292,77.87534435261708,43.983987603305785,56.01601239669422
238,86.7402720385675,13.259727961432507,45.962035123966935,54.03796487603306
239,32.87276170798898,67.12723829201101,47.20170454545455,52.79829545454546
240,58.63033746556474,41.369662534435264,47.64290633608815,52.357093663911854
241,83.23002754820936,16.769972451790633,47.31430785123966,52.685692148760324
242,73.68500344352617,26.31499655647383,49.33221418732783,50.66778581267218
243,37.125516528925615,62.874483471074385,50.958419421487605,49.041580578512395
244,58.70136019283747,41.29863980716254,53.240874655647374,46.75912534435261
245,31.107954545454547,68.89204545454545,55.938877410468315,44.06112258953168
246,21.052858126721762,78.94714187327824,58.80931473829202,41.19068526170798
247,90.32584366391184,9.674156336088155,60.154269972451786,39.845730027548214
248,75.3056129476584,24.6943870523416,60.036415289256205,39.963584710743795
249,65.53245523415978,34.467544765840216,61.852444903581265,38.147555096418735
250,68.62086776859503,31.37913223140496,62.75680096418732,37.24319903581267
251,46.53064738292011,53.46935261707989,61.184573002754824,38.81542699724518
252,22.540030991735538,77.45996900826447,61.836776859504134,38.163223140495866
253,39.5338326446281,60.4661673553719,61.47469008264463,38.52530991735537
254,83.24724517906336,16.752754820936637,60.183539944903586,39.81646005509642
255,71.46177685950413,28.538223140495866,58.53650137741047,41.46349862258953
256,80.27505165289256,19.72494834710744,58.760244490358126,41.239755509641874
257,91.31800964187327,8.681990358126722,59.0286673553719,40.9713326446281
258,92.17673898071625,7.823261019283747,60.45971074380166,39.54028925619834
259,90.27634297520662,9.72365702479339,62.255337465564736,37.744662534435264
260,56.45661157024794,43.54338842975206,61.261707988980724,38.73829201101928
261,67.43930785123968,32.56069214876033,60.202048898071624,39.797951101928376
262,44.73355716253444,55.26644283746557,59.19102961432507,40.80897038567493
263,47.43457300275482,52.56542699724518,57.653323002754824,42.346676997245176
264,49.177858126721766,50.822141873278234,57.77401859504132,42.225981404958674
265,49.57816804407714,50.42183195592287,59.17803030303031,40.821969696969695
266,50.9512741046832,49.0487258953168,59.41675275482093,40.58324724517907
267,32.50903925619835,67.49096074380165,58.97159090909091,41.02840909090909
268,42.719094352617084,57.280905647382916,59.76850895316804,40.231491046831955
269,65.41193181818183,34.58806818181818,60.32506887052342,39.67493112947658
270,66.88403925619835,33.11596074380165,60.60761019283748,39.39238980716254
271,65.94352617079889,34.0564738292011,59.508006198347104,40.49199380165289
272,65.4851067493113,34.51489325068871,56.47227961432507,43.52772038567493
273,48.81413567493113,51.18586432506888,55.627754820936644,44.37224517906336
274,40.256973140495866,59.743026859504134,54.48915289256199,45.51084710743801
275,30.178202479338843,69.82179752066115,54.630509641873275,45.369490358126725
276,49.548037190082646,50.45196280991735,55.169765840220386,44.83023415977962
277,57.64032369146006,42.359676308539946,56.4939738292011,43.5060261707989
278,45.50189393939394,54.498106060606055,58.154958677685954,41.845041322314046
279,72.11819903581267,27.881800964187324,57.144369834710744,42.855630165289256
280,91.3847279614325,8.615272038567493,57.79020316804408,42.20979683195592
281,94.18904958677686,5.81095041322314,59.92234848484849,40.077651515151516
282,98.38154269972452,1.618457300275482,58.76980027548209,41.23019972451791
283,64.68663911845731,35.3133608815427,57.899535123966935,42.10046487603306
284,14.383178374655648,85.61682162534436,57.320420110192835,42.679579889807165
285,35.34349173553719,64.65650826446281,57.15745523415979,42.84254476584022
286,38.974259641873275,61.025740358126725,57.21831955922865,42.78168044077135
287,48.2674758953168,51.7325241046832,59.29571280991736,40.70428719008264
288,60.91597796143251,39.0840220385675,59.9825241046832,40.0174758953168
289,82.28305785123968,17.71694214876033,60.48906680440772,39.51093319559229
290,91.10278925619835,8.897210743801654,60.724345730027544,39.27565426997245
291,25.686553030303028,74.31344696969697,61.3245523415978,38.675447658402206
292,48.65487258953168,51.345127410468315,60.57765151515152,39.422348484848484
293,96.02272727272727,3.977272727272727,58.41425619834711,41.585743801652896
294,36.598226584022036,63.40177341597796,56.93965220385675,43.06034779614324
295,45.12741046831955,54.87258953168044,57.00146349862259,42.99853650137741
296,51.465650826446286,48.53434917355372,58.393336776859506,41.606663223140494
297,61.41098484848485,38.58901515151515,61.80079201101928,38.19920798898072
298,50.33574380165289,49.664256198347104,63.896177685950406,36.10382231404959
299,92.19180440771349,7.808195592286501,64.75852272727273,35.24147727272727
300,47.34848484848485,52.65151515151515,64.60907369146007,35.390926308539946
301,62.21160468319559,37.788395316804404,66.16959366391184,33.83040633608815
302,63.52229683195593,36.47770316804408,66.86974862258953,33.13025137741047
303,60.50705922865014,39.49294077134986,67.22408746556474,32.775912534435264
304,53.44567837465565,46.55432162534435,70.18818870523415,29.81181129476584
305,37.299845041322314,62.700154958677686,72.23433195592287,27.765668044077135
306,57.32394972451791,42.67605027548209,72.37525826446281,27.624741735537192
307,99.92682506887053,0.07317493112947658,74.77384641873279,25.226153581267216
308,99.48347107438018,0.5165289256198348,75.1926652892562,24.8073347107438
309,99.56955922865014,0.43044077134986225,75.09917355371901,24.900826446280988
310,87.72813360881543,12.271866391184574,76.64066804407713,23.359331955922865
311,60.53288567493112,39.46711432506887,78.61682162534436,21.383178374655646
312,44.53125,55.46875,78.83281680440771,21.167183195592287
313,99.92897727272727,0.07102272727272728,80.49362947658402,19.506370523415978
314,99.78693181818183,0.2130681818181818,81.99939738292011,18.00060261707989
315,99.96126033057851,0.038739669421487606,83.42312327823691,16.576876721763085
316,99.78908402203857,0.21091597796143252,84.99956955922866,15.00043044077135
317,99.80845385674931,0.19154614325068872,86.78710399449037,13.212896005509641
318,99.5458849862259,0.4541150137741047,89.10657713498622,10.893422865013774
319,96.56293044077135,3.43706955922865,90.5034435261708,9.4965564738292
320,55.59788223140496,44.40211776859504,87.9616046831956,12.038395316804408
321,49.12835743801653,50.871642561983464,87.9799414600551,12.020058539944905
322,99.94834710743802,0.05165289256198347,87.9710743801653,12.02892561983471
323,99.73958333333334,0.26041666666666663,88.45764462809919,11.542355371900825
324,97.59168388429752,2.4083161157024793,90.0023243801653,9.99767561983471
325,88.86880165289256,11.131198347107437,92.08927341597797,7.910726584022038
326,99.8558023415978,0.14419765840220386,91.17691115702479,8.823088842975206
327,99.11544421487604,0.8845557851239669,91.18026859504133,8.819731404958677
328,99.91821625344353,0.08178374655647383,91.14617768595042,8.853822314049586
329,98.13403925619835,1.8659607438016528,91.13335055096418,8.866649449035812
330,95.286673553719,4.713326446280992,90.99896694214877,9.001033057851238
331,92.24560950413223,7.754390495867769,90.84538567493114,9.15461432506887
332,36.38085399449036,63.61914600550964,90.62310606060606,9.37689393939394
333,99.94189049586777,0.058109504132231406,92.39626377410468,7.603736225895315
334,99.34788223140497,0.6521177685950413,94.41666666666666,5.583333333333334
335,99.89238980716253,0.10761019283746556,94.35072314049586,5.649276859504132
336,99.14987947658402,0.850120523415978,94.2394111570248,5.760588842975206
337,96.7049758953168,3.295024104683195,93.22150482093664,6.77849517906336
338,77.11992079889806,22.88007920110193,93.66399793388429,6.336002066115702
339,99.87086776859503,0.1291322314049587,93.65177341597797,6.348226584022038
340,99.10898760330579,0.8910123966942148,93.6806129476584,6.319387052341597
341,99.46840564738292,0.5315943526170799,93.66666666666666,6.333333333333334
342,96.44886363636364,3.5511363636363638,93.6450585399449,6.354941460055096
343,95.70635330578511,4.2936466942148765,93.54545454545456,6.454545454545454
344,91.00594008264463,8.994059917355372,91.88111225895317,8.118887741046832
345,99.92682506887053,0.07317493112947658,93.8483126721763,6.151687327823692
346,99.63842975206612,0.3615702479338843,92.88498622589532,7.115013774104683
347,98.29975895316805,1.700241046831956,91.5754132231405,8.424586776859504
348,96.95678374655647,3.0432162534435263,90.627238292011,9.37276170798898
349,72.14402548209367,27.855974517906333,90.2399276859504,9.760072314049586
350,99.93112947658402,0.06887052341597796,88.0478650137741,11.952134986225895
351,99.55018939393939,0.4498106060606061,87.59908746556474,12.40091253443526
352,99.83643250688705,0.16356749311294766,85.07145316804409,14.92854683195592
353,99.56955922865014,0.43044077134986225,84.14514462809917,15.854855371900825
354,97.59383608815428,2.40616391184573,81.7396694214876,18.260330578512395
355,92.79657369146005,7.203426308539945,79.99251033057851,20.007489669421485
356,50.6370523415978,49.362947658402206,77.57463842975207,22.425361570247933
357,85.56086432506888,14.43913567493113,75.92277892561984,24.07722107438017
358,75.85872933884298,24.141270661157023,74.84951790633609,25.150482093663914
359,66.60855716253444,33.39144283746556,72.86751033057851,27.13248966942149
360,76.18801652892562,23.81198347107438,71.5805785123967,28.41942148760331
361,89.46711432506888,10.53288567493113,71.03607093663912,28.963929063360883
362,41.903409090909086,58.09659090909091,70.30509641873277,29.694903581267216
363,65.90048209366391,34.09951790633609,68.40650826446281,31.593491735537192
364,36.68001033057851,63.31998966942148,68.08324724517907,31.916752754820937
365,75.9512741046832,24.048725895316807,65.6683023415978,34.3316976584022
366,39.33152548209367,60.66847451790633,63.70953856749311,36.29046143250689
367,52.76988636363637,47.23011363636363,62.29769283746557,37.70230716253443
368,35.25955578512397,64.74044421487604,60.971654539465796,39.02834546053419
369,49.70945247933884,50.29054752066116,61.44140918482344,38.55859081517656
370,73.09529958677686,26.904700413223143,60.29286370195461,39.70713629804539
371,50.088240358126725,49.911759641873275,59.51457042011019,40.48542957988981
372,66.12646349862258,33.87353650137741,59.141202696824706,40.858797303175294
373,83.34409435261708,16.65590564738292,58.19415748393021,41.80584251606979
374,53.86966253443526,46.130337465564736,56.35457178739264,43.64542821260736
375,52.46642561983471,47.53357438016529,57.25776945592286,42.74223054407713
376,91.46866391184572,8.531336088154271,56.68158861340679,43.318411386593205
377,39.46280991735537,60.537190082644635,58.110272776465955,41.889727223534045
378,50.60046487603306,49.39953512396694,56.73788805891078,43.262111941089216
