frame,team0_FC Koln,team1_Hoffenheim,team0_FC Koln_smooth,team1_Hoffenheim_smooth
0,68.32332558539946,31.67667441460055,61.076896588260226,38.923103411739774
1,68.28135761019284,31.71864238980716,60.98392611176702,39.01607388823298
2,68.37497847796143,31.625021522038566,60.92343893480257,39.07656106519743
3,57.705427858126725,42.294572141873275,60.882316147985534,39.117683852014466
4,57.95131714876033,42.04868285123967,60.807260016609945,39.19273998339005
5,58.706740702479344,41.29325929752066,60.8215201254974,39.1784798745026
6,59.30021091597796,40.699789084022036,61.48384827642453,38.51615172357547
7,59.37661415289256,40.62338584710744,61.84774771866391,38.15225228133609
8,59.561703684573,40.438296315426996,62.09787095795619,37.90212904204381
9,59.30397727272727,40.69602272727273,62.33325311482594,37.66674688517406
10,59.09682765151515,40.90317234848485,62.29053442028986,37.70946557971015
11,59.05754993112947,40.94245006887052,62.277515926308546,37.72248407369146
12,58.95962465564738,41.04037534435262,62.262375172176306,37.737624827823694
13,59.775309917355365,40.22469008264463,61.51850895316804,38.481491046831955
14,60.07661845730028,39.92338154269973,61.31970988292011,38.68029011707989
15,60.26547434573003,39.73452565426997,61.14733987603306,38.85266012396694
16,59.60636191460055,40.393638085399445,61.40672348484848,38.593276515151516
17,61.063941976584026,38.936058023415974,61.66046831955922,38.33953168044077
18,73.40575499311295,26.59424500688705,61.9037964876033,38.0962035123967
19,68.76183712121212,31.23816287878788,62.10709366391184,37.89290633608815
20,67.10033574380165,32.89966425619835,62.33834796831956,37.66165203168044
21,67.2762784090909,32.723721590909086,62.557205578512395,37.442794421487605
22,61.350723140495866,38.649276859504134,62.80541924931129,37.1945807506887
23,61.978090564738295,38.021909435261705,63.06473829201102,36.935261707988985
24,61.89899707300276,38.101002926997246,63.33098743112947,36.66901256887052
25,49.72667011019284,50.27332988980716,63.60218663911846,36.39781336088154
26,63.31138085399449,36.68861914600551,63.844309573002754,36.155690426997246
27,64.06572830578511,35.93427169421488,64.09783918732782,35.90216081267217
28,64.1900180785124,35.809981921487605,64.35293991046832,35.64706008953168
29,64.29493801652893,35.705061983471076,64.62887396694215,35.37112603305785
30,64.78994490358126,35.210055096418735,64.82651084710744,35.173489152892564
31,64.38264032369146,35.61735967630854,64.486763946281,35.51323605371901
32,65.1579717630854,34.8420282369146,64.28624311294766,35.71375688705234
33,65.03314393939394,34.96685606060606,64.13765495867769,35.862345041322314
34,65.50931904269972,34.49068095730027,64.05823863636364,35.94176136363637
