frame,team0_VfB Stuttgart,team1_Bayern Munchen,team0_VfB Stuttgart_smooth,team1_Bayern Munchen_smooth
0,38.527677341597794,61.4723226584022,40.528481934731936,59.471518065268064
1,38.88494318181818,61.11505681818182,40.458434794372295,59.541565205627705
2,39.52414772727273,60.47585227272727,40.42068411386593,59.57931588613407
3,44.745394283746556,55.254605716253444,40.49210141184573,59.50789858815427
4,44.917032541322314,55.082967458677686,40.58369667598444,59.41630332401556
5,45.26353736225895,54.73646263774105,40.74133857514539,59.25866142485461
6,45.296358471074385,54.703641528925615,40.881990131578945,59.118009868421055
7,38.01868112947658,61.98131887052342,41.02130143767217,58.97869856232783
8,38.11445420110193,61.885545798898065,41.186955799881936,58.81304420011806
9,37.96649018595041,62.033509814049594,41.3536922035437,58.646307796456306
10,38.70308195592286,61.29691804407713,41.516714202299674,58.483285797700326
11,38.57287362258953,61.42712637741047,41.6757686954775,58.3242313045225
12,38.335593147382916,61.664406852617084,41.818117252066116,58.181882747933884
13,39.54782196969697,60.45217803030303,42.093685433884296,57.906314566115704
14,39.89217458677686,60.10782541322314,42.43605802341598,57.563941976584026
15,41.5633608815427,58.4366391184573,42.75139893250689,57.24860106749311
16,42.04922090220386,57.95077909779614,42.87689393939394,57.12310606060606
17,43.42125086088154,56.57874913911846,43.525180785123965,56.474819214876035
18,43.413718147382916,56.586281852617084,44.20303891184573,55.796961088154276
19,43.668216253443525,56.331783746556475,44.88012224517907,55.11987775482093
20,44.50004304407714,55.49995695592287,45.84355630165289,54.15644369834711
21,44.85515668044077,55.144843319559236,46.83001893939394,53.16998106060606
22,45.10319817493113,54.89680182506888,47.805978822314046,52.194021177685954
23,45.3340220385675,54.66597796143251,48.75794163223141,51.24205836776859
24,45.23448261019284,54.76551738980716,49.608535640495866,50.391464359504134
25,45.41688188705234,54.58311811294766,50.531422176308546,49.46857782369147
26,47.444257920110196,52.55574207988981,51.35982696280992,48.64017303719009
27,47.40767045454545,52.59232954545454,52.215715392561975,47.78428460743801
28,47.88276945592286,52.11723054407713,53.03645833333333,46.96354166666666
29,61.124203684573,38.875796315426996,53.83376377410468,46.16623622589532
30,62.20999053030303,37.79000946969697,54.62056646005509,45.379433539944905
31,62.223441804407706,37.77655819559229,55.409220041322314,44.590779958677686
32,62.104532541322314,37.895467458677686,56.09786070936639,43.902139290633606
33,62.7760201446281,37.2239798553719,56.789622073002754,43.21037792699725
34,62.365487258953166,37.634512741046834,57.43543388429752,42.564566115702476
35,62.50215220385675,37.497847796143255,58.09039256198347,41.90960743801653
36,59.8377238292011,40.1622761707989,58.777892561983464,41.22210743801653
37,61.40775654269972,38.59224345730027,59.452285640495866,40.54771435950413
38,60.25794163223141,39.74205836776859,60.111677858126725,39.888322141873275
39,61.28938533057852,38.71061466942149,60.699875172176306,39.30012482782369
40,62.08193440082644,37.91806559917356,61.24147727272727,38.75852272727273
