frame,team0_VfB Stuttgart,team1_Bayern Munchen,team0_VfB Stuttgart_smooth,team1_Bayern Munchen_smooth
226,15.65728305785124,84.34271694214877,44.38739669421488,55.61260330578512
227,60.894455922865006,39.10554407713499,45.910812672176306,54.089187327823694
228,20.74509297520661,79.25490702479338,46.42191804407714,53.57808195592286
229,47.63903236914601,52.36096763085399,46.96298209366391,53.03701790633609
230,55.03185261707989,44.96814738292011,47.72959710743801,52.27040289256199
231,47.93603650137741,52.06396349862259,49.20712809917356,50.79287190082645
232,52.14144283746557,47.85855716253444,51.4808023415978,48.5191976584022
233,55.535468319559236,44.46453168044077,53.22641184573003,46.77358815426997
234,32.52195247933884,67.47804752066115,54.759555785123965,45.240444214876035
235,67.51678719008265,32.483212809917354,54.8818870523416,45.1181129476584
236,54.89411157024794,45.10588842975206,54.55914256198347,45.44085743801653
237,71.16046831955923,28.83953168044077,56.66615013774105,43.33384986225896
238,59.96900826446281,40.03099173553719,57.11527203856749,42.88472796143251
239,77.01876721763085,22.981232782369148,57.88231749311295,42.11768250688705
240,72.51850895316805,27.48149104683196,57.27961432506887,42.72038567493113
241,68.23777548209367,31.762224517906333,59.13834366391185,40.86165633608815
242,66.2749655647383,33.725034435261705,58.599603994490366,41.400396005509634
243,70.78598484848484,29.21401515151515,57.41985192837466,42.580148071625345
244,81.63954889807162,18.360451101928373,57.802685950413235,42.19731404958677
245,81.84185606060606,18.158143939393938,56.472365702479344,43.52763429752066
246,66.52462121212122,33.47537878787879,57.509383608815426,42.490616391184574
247,50.12913223140496,49.87086776859504,59.30965909090909,40.69034090909091
248,22.109590220385673,77.89040977961432,59.30105027548209,40.69894972451791
249,65.87896005509641,34.12103994490358,61.09288911845729,38.90711088154271
250,63.27909779614325,36.720902203856745,62.209882920110196,37.790117079889804
251,34.833419421487605,65.1665805785124,63.70876377410468,36.29123622589532
252,45.826876721763085,54.173123278236915,63.93810261707989,36.06189738292011
253,67.213326446281,32.78667355371901,64.23200757575758,35.76799242424242
254,34.170540633608816,65.82945936639119,63.83531336088154,36.16468663911846
255,25.538050964187324,74.46194903581267,64.26601239669421,35.733987603305785
256,57.5068870523416,42.4931129476584,64.23209366391184,35.76790633608815
257,18.883436639118457,81.11656336088154,63.13472796143251,36.8652720385675
258,81.46091597796143,18.53908402203857,61.67493112947659,38.32506887052342
259,77.52883953168043,22.47116046831956,61.56714876033058,38.43285123966942
260,67.30156680440771,32.69843319559229,61.54528236914601,38.45471763085399
261,99.69008264462809,0.30991735537190085,63.32059228650138,36.67940771349862
262,99.08531336088154,0.9146866391184573,64.67536157024793,35.32463842975207
263,97.44102961432507,2.558970385674931,66.12370867768595,33.87629132231405
264,82.75223829201101,17.247761707988982,68.62190082644628,31.378099173553718
265,79.86613292011019,20.133867079889807,70.78460743801654,29.215392561983467
266,58.32042011019284,41.67957988980716,72.08161157024793,27.918388429752067
267,77.0424414600551,22.957558539944902,74.44498966942149,25.555010330578515
268,69.93801652892562,30.061983471074385,76.96961088154269,23.0303891184573
269,54.20540633608816,45.79459366391185,78.00473484848484,21.99526515151515
270,45.34693526170799,54.65306473829201,79.93431473829202,20.065685261707987
271,63.830061983471076,36.169938016528924,80.05096418732782,19.94903581267218
272,49.58247245179063,50.417527548209364,79.08109504132231,20.918904958677686
273,66.49233815426997,33.50766184573003,77.92553374655648,22.074466253443525
274,99.74819214876032,0.2518078512396694,75.36656336088154,24.633436639118454
275,99.48777548209367,0.512224517906336,72.65977961432507,27.340220385674932
276,97.28822314049587,2.7117768595041323,72.28968663911846,27.710313360881543
277,99.89454201101928,0.10545798898071626,72.9707300275482,27.02926997245179
278,99.63842975206612,0.3615702479338843,72.68342157369146,27.31657842630854
279,93.25499311294766,6.745006887052342,73.3078998981914,26.692100101808602
280,88.65358126721763,11.34641873278237,73.13814800901578,26.86185199098422
281,83.38498622589532,16.615013774104685,73.2905352223534,26.709464777646595
282,67.12293388429752,32.87706611570248,74.24479166666666,25.755208333333332
283,84.37715220385675,15.62284779614325,75.76573147745395,24.23426852254603
284,53.2821108815427,46.7178891184573,76.42882422711968,23.57117577288032
285,38.412534435261705,61.587465564738295,78.00802139037432,21.99197860962567
286,35.71582300275482,64.28417699724518,78.72775159263085,21.272248407369144
287,31.415719696969695,68.5842803030303,77.32638888888889,22.673611111111107
288,88.18870523415978,11.81129476584022,75.74343270365998,24.256567296340023
289,99.77832300275482,0.22167699724517906,74.08614113159568,25.913858868404322
