frame,team0_Ajax,team1_Bayern Muchen,team0_Ajax_smooth,team1_Bayern Muchen_smooth
0,82.59943181818183,17.400568181818183,62.06802785282899,37.93197214717101
1,83.04870437327824,16.951295626721762,61.39418997195986,38.60581002804014
2,83.19935864325069,16.80064135674931,60.137418216253444,39.862581783746556
3,83.12187930440771,16.878120695592287,58.90205320247934,41.09794679752066
4,61.94204115013774,38.05795884986226,57.82452702155243,42.17547297844758
5,51.11645575068871,48.88354424931129,56.86541073614937,43.13458926385063
6,51.5920928030303,48.407907196969695,56.348803148107876,43.65119685189213
7,51.553353133608816,48.446646866391184,55.66201790633609,44.33798209366391
8,51.94613033746557,48.05386966253444,54.9531946904106,45.0468053095894
9,51.59424500688705,48.40575499311295,54.37322932319058,45.62677067680942
10,51.36933970385675,48.630660296143255,53.79838247844054,46.20161752155946
11,52.18448691460055,47.815513085399445,53.245052621384296,46.754947378615704
12,51.616843147382916,48.383156852617084,52.72912362258953,47.27087637741047
13,52.63429752066116,47.36570247933884,51.039579028925615,48.960420971074385
14,42.54261363636363,57.45738636363637,49.324466253443525,50.675533746556475
15,40.37157799586777,59.62842200413223,47.61058023415978,52.38941976584022
16,40.584108126721766,59.415891873278234,45.89555354683196,54.10444645316804
17,40.56043388429752,59.43956611570248,45.0530303030303,54.9469696969697
18,47.04986656336088,52.95013343663911,44.65007317493113,55.34992682506888
19,42.61309831267218,57.38690168732782,44.23342803030303,55.76657196969697
20,40.776730371900825,59.223269628099175,43.81663223140495,56.18336776859503
21,42.19395661157025,57.80604338842975,43.354360365013775,56.645639634986225
22,41.15175189393939,58.84824810606061,42.9123407369146,57.0876592630854
23,40.518465909090914,59.48153409090909,42.480716253443525,57.51928374655647
24,40.34682765151515,59.65317234848485,42.02419077134986,57.97580922865014
25,40.360816976584026,59.639183023415974,41.59153323002755,58.408466769972456
26,40.1708849862259,59.8291150137741,41.116348140495866,58.883651859504134
27,40.35220816115703,59.64779183884298,40.99840736914601,59.00159263085399
28,40.246212121212125,59.753787878787875,40.9860321969697,59.0139678030303
29,40.87896005509642,59.121039944903586,40.972989841597794,59.0270101584022
30,41.04252754820937,58.957472451790636,40.96534951790633,59.03465048209366
31,41.17596418732782,58.82403581267218,40.68433626033058,59.31566373966942
32,41.13345816115703,58.86654183884298,40.58916580578513,59.41083419421488
33,40.389333677685954,59.61066632231405,40.654313016528924,59.345686983471076
34,40.54375430440771,59.456245695592294,40.57044163223141,59.42955836776859
35,40.57872761707989,59.42127238292011,40.584366391184574,59.41563360881543
36,40.77134986225895,59.22865013774105,40.59693526170799,59.403064738292
37,40.80040461432507,59.19959538567493,40.63304924242424,59.36695075757576
38,40.75467028236915,59.24532971763086,40.67891270661157,59.32108729338843
39,39.594094352617084,60.405905647382916,40.7386794077135,59.2613205922865
40,40.062198691460054,59.93780130853994,40.786264634986225,59.213735365013775
41,40.25804924242424,59.74195075757576,40.79924242424242,59.20075757575758
42,40.36942579201102,59.630574207988985,40.83557162534436,59.16442837465564
43,40.02453512396694,59.97546487603306,40.883608815426996,59.116391184573004
44,40.23383694903581,59.76616305096418,40.97255940082645,59.02744059917356
45,42.405410640495866,57.594589359504134,40.998385847107436,59.001614152892564
46,40.09717200413223,59.90282799586777,41.083419421487605,58.9165805785124
47,41.49987086776859,58.50012913223141,41.14581181129477,58.85418818870524
48,40.83268767217631,59.167312327823694,41.20943095730027,58.79056904269973
49,41.24967716942149,58.75032283057852,41.234353477961434,58.765646522038566
50,41.50740358126722,58.49259641873278,41.240637913223146,58.75936208677686
51,41.6650525137741,58.3349474862259,41.28079803719009,58.71920196280991
52,41.5418388429752,58.45816115702479,41.33453856749311,58.66546143250689
53,40.570656852617084,59.429343147382916,41.358578684573004,58.641421315426996
54,41.78719008264463,58.212809917355365,41.42673898071625,58.57326101928375
55,42.24345730027548,57.75654269972452,41.46605974517907,58.53394025482093
56,43.399728822314046,56.60027117768595,41.50957730716254,58.49042269283746
57,41.77911931818182,58.22088068181818,41.53480113636364,58.46519886363636
58,42.51517303719009,57.48482696280992,41.531142389807165,58.468857610192835
