frame,team0_Ajax,team1_Bayern Muchen,team0_Ajax_smooth,team1_Bayern Muchen_smooth
0,82.42295110192838,17.577048898071627,55.54705710955711,44.45294289044289
1,40.571194903581265,59.428805096418735,53.313779024006294,46.686220975993706
2,41.797951101928376,58.202048898071624,53.00017217630854,46.99982782369146
3,91.40409779614325,8.595902203856749,51.334366391184574,48.665633608815426
4,69.20626721763085,30.793732782369148,51.410199927078274,48.589800072921726
5,31.084280303030305,68.9157196969697,51.61941383532293,48.38058616467708
6,21.08298898071625,78.91701101928375,49.793501703639265,50.206498296360735
7,26.170798898071624,73.82920110192838,49.78779269972452,50.21220730027548
8,59.80328856749312,40.19671143250689,47.99855289912108,52.00144710087892
9,50.79201101928375,49.20798898071625,47.9437648697721,52.0562351302279
10,53.99233815426997,46.00766184573003,46.733141693616005,53.266858306383995
11,83.31396349862258,16.68603650137741,45.551663653581265,54.448336346418735
12,70.46961088154269,29.5303891184573,46.110623278236915,53.889376721763085
13,24.28116391184573,75.71883608815428,43.79192493112947,56.20807506887053
14,48.609676308539946,51.39032369146006,43.28632920110193,56.71367079889807
15,26.34727961432507,73.65272038567493,43.7368285123967,56.2631714876033
16,52.62353650137741,47.37646349862259,43.22469008264463,56.77530991735537
17,55.17605027548209,44.82394972451791,41.68853305785124,58.311466942148755
18,16.927083333333336,83.07291666666666,43.63240358126722,56.36759641873278
19,49.67932162534435,50.32067837465565,45.953340220385684,54.04665977961433
20,12.213756887052343,87.78624311294766,46.820420110192835,53.179579889807165
21,46.793216253443525,53.206783746556475,44.89092630853994,55.109073691460054
22,20.099431818181817,79.90056818181817,44.09340564738292,55.906594352617084
23,18.377668732782368,81.62233126721763,42.744920798898065,57.25507920110193
24,59.52565426997245,40.47434573002755,41.52823691460055,58.471763085399445
25,24.455492424242426,75.54450757575758,41.00232438016529,58.997675619834716
26,27.93130165289256,72.06869834710744,41.813619146005514,58.186380853994486
27,53.06043388429752,46.93956611570248,40.456783746556475,59.543216253443525
28,78.6006370523416,21.3993629476584,39.94249311294766,60.05750688705234
29,30.802341597796147,69.19765840220386,38.936380853994486,61.063619146005514
30,79.68104338842976,20.31895661157025,39.21986914600551,60.7801308539945
31,79.10640495867769,20.893595041322314,41.33195592286502,58.66804407713498
32,47.84779614325069,52.15220385674931,41.7666150137741,58.23338498622589
33,11.5659435261708,88.4340564738292,41.57231404958677,58.42768595041323
34,30.853994490358126,69.14600550964187,40.36509986225895,59.63490013774105
35,20.28021694214876,79.71978305785123,40.01566804407713,59.98433195592286
36,52.896866391184574,47.103133608815426,40.44077134986226,59.55922865013774
37,57.32179752066116,42.67820247933884,40.12319214876033,59.876807851239676
38,44.56353305785124,55.43646694214877,42.568009641873275,57.43199035812671
39,14.68879132231405,85.31120867768594,43.62413911845731,56.37586088154271
40,13.490013774104684,86.50998622589532,44.17914944903581,55.82085055096419
41,27.470730027548207,72.5292699724518,42.75964187327824,57.240358126721766
42,62.26325757575758,37.73674242424242,43.701876721763085,56.298123278236915
43,69.72925275482093,30.270747245179063,43.25146349862259,56.74853650137741
44,60.545798898071624,39.454201101928376,41.42450068870523,58.57549931129476
45,7.356232782369146,92.64376721763085,40.07575757575758,59.92424242424242
46,16.612861570247933,83.38713842975206,41.731663223140494,58.268336776859506
47,11.363636363636363,88.63636363636364,43.693009641873275,56.306990358126725
48,29.005251377410467,70.99474862258953,45.046487603305785,54.953512396694215
49,51.58617424242424,48.41382575757576,46.044765840220386,53.95523415977962
50,85.57592975206612,14.424070247933884,46.96039944903581,53.03960055096419
51,54.33453856749312,45.66546143250689,46.719094352617084,53.28090564738292
52,66.93569214876032,33.06430785123967,47.77961432506887,52.22038567493113
53,43.112947658402206,56.8870523415978,48.96134641873278,51.03865358126722
54,54.35821280991735,45.641787190082646,48.6711432506887,51.32885674931129
55,68.42071280991735,31.579287190082646,48.01222451790633,51.98777548209366
56,33.4323347107438,66.5676652892562,46.9592803030303,53.0407196969697
57,14.129218319559229,85.87078168044077,45.987086776859506,54.012913223140494
58,52.9635847107438,47.0364152892562,46.53434917355372,53.46565082644628
59,79.88765495867769,20.112345041322314,47.032541322314046,52.967458677685954
60,54.117165977961434,45.882834022038566,48.49853650137741,51.5014634986226
61,77.8538223140496,22.146177685950413,49.17036845730027,50.82963154269973
62,80.21263774104683,19.787362258953166,49.072141873278234,50.927858126721766
63,38.530905647382916,61.469094352617084,47.458505509641874,52.541494490358126
64,41.201790633608816,58.798209366391184,47.65495867768595,52.345041322314046
65,43.03331611570248,56.96668388429752,45.58729338842974,54.41270661157025
66,20.21565082644628,79.78434917355372,44.770058539944905,55.229941460055095
67,45.79028925619835,54.20971074380165,43.756800964187335,56.243199035812665
68,43.40564738292011,56.59435261707989,41.38076790633609,58.61923209366391
69,36.24096074380165,63.75903925619835,42.138515840220386,57.86148415977962
70,21.037792699724516,78.96220730027548,41.83849862258953,58.16150137741047
71,29.0676652892562,70.9323347107438,40.63662190082645,59.36337809917355
72,48.013515840220386,51.986484159779614,38.0668044077135,61.9331955922865
73,45.80105027548209,54.19894972451791,37.35709366391185,62.64290633608815
74,49.130509641873275,50.869490358126725,34.6694214876033,65.3305785123967
75,45.23502066115703,54.76497933884298,32.54295798898072,67.45704201101928
76,59.24586776859504,40.75413223140496,32.25309917355372,67.74690082644628
77,15.24405991735537,84.75594008264463,32.02642906336088,67.97357093663912
78,22.68207644628099,77.317923553719,31.40444214876033,68.59555785123968
79,29.026773415977964,70.97322658402204,31.90358126721763,68.09641873278238
80,9.019886363636363,90.98011363636364,32.104769283746556,67.89523071625345
81,52.37603305785123,47.62396694214876,32.645919421487605,67.35408057851241
82,6.628787878787879,93.37121212121212,32.60933195592287,67.39066804407713
83,22.916666666666664,77.08333333333334,32.40099862258953,67.59900137741047
84,15.642217630853994,84.35778236914601,31.633178374655646,68.36682162534436
85,36.37439738292011,63.62560261707989,30.084108126721762,69.91589187327823
86,10.662017906336088,89.33798209366391,29.149018595041326,70.85098140495867
87,27.05105027548209,72.9489497245179,28.674672865013772,71.32532713498622
88,31.284435261707987,68.71556473829202,29.167011019283745,70.83298898071627
89,35.535037878787875,64.46496212121212,28.415547520661153,71.58445247933884
90,27.483643250688704,72.5163567493113,29.4375,70.5625
91,32.69412878787879,67.30587121212122,29.9790805785124,70.0209194214876
92,50.81998966942148,49.18001033057851,29.523846418732784,70.47615358126723
93,56.934400826446286,43.06559917355372,31.112258953168045,68.88774104683196
94,35.3262741046832,64.6737258953168,30.957300275482094,69.0426997245179
95,15.829459366391186,84.17054063360881,32.16451446280992,67.8354855371901
96,9.872159090909092,90.1278409090909,32.79993112947658,67.20006887052341
97,9.286759641873278,90.71324035812673,32.9618629476584,67.0381370523416
98,22.423811983471072,77.57618801652893,32.99104683195592,67.00895316804409
99,37.271866391184574,62.728133608815426,34.007231404958674,65.99276859504131
100,57.54347451790633,42.45652548209367,34.01144972451791,65.9885502754821
101,40.459280303030305,59.5407196969697,34.38326446280992,65.61673553719008
102,40.79287190082644,59.20712809917356,34.32808195592287,65.67191804407713
103,36.221590909090914,63.77840909090909,34.0954717630854,65.9045282369146
104,17.6459194214876,82.3540805785124,34.56465220385675,65.43534779614325
105,48.73019972451791,51.26980027548209,33.74173553719008,66.25826446280992
106,48.50206611570248,51.49793388429752,32.93526170798898,67.06473829201101
107,36.80914256198347,63.190857438016536,32.89230371900826,67.10769628099175
108,38.80208333333333,61.197916666666664,33.64548898071625,66.35451101928375
109,19.69051308539945,80.30948691460054,34.774190771349865,65.22580922865014
110,37.103994490358126,62.896005509641874,35.34684917355372,64.65315082644628
111,36.06663223140496,63.93336776859504,34.969180440771346,65.03081955922866
112,27.156508264462808,72.84349173553719,34.94025482093664,65.05974517906337
113,40.57980371900827,59.42019628099173,34.104166666666664,65.89583333333333
114,34.15547520661157,65.84452479338843,34.12818526170799,65.87181473829202
115,21.668388429752067,78.33161157024794,34.962551652892564,65.03744834710744
116,44.42363980716254,55.57636019283747,36.15220385674931,63.84779614325069
117,30.24707300275482,69.75292699724518,36.470988292011015,63.52901170798898
118,36.772555096418735,63.227444903581265,35.363894628099175,64.63610537190083
119,34.25232438016529,65.74767561983471,35.13025137741047,64.86974862258953
120,34.659090909090914,65.3409090909091,35.40470041322314,64.59529958677686
121,38.08970385674931,61.91029614325069,35.21022727272727,64.78977272727273
122,23.603219696969695,76.3967803030303,35.380509641873275,64.61949035812673
123,12.982093663911845,87.01790633608816,35.669851928374655,64.33014807162535
124,36.5487258953168,63.4512741046832,36.04872589531681,63.9512741046832
125,36.64127066115703,63.35872933884298,36.7284779614325,63.27152203856749
126,41.05974517906336,58.940254820936644,35.69507575757576,64.30492424242425
127,61.652031680440764,38.34796831955923,36.168991046831955,63.831008953168045
128,65.96289600550963,34.03710399449036,37.00266873278237,62.99733126721763
129,25.615530303030305,74.3844696969697,37.01179407713498,62.98820592286502
130,21.052858126721762,78.94714187327824,37.636191460055095,62.363808539944905
131,42.66098484848485,57.33901515151515,37.49724517906336,62.502754820936644
132,43.67036845730027,56.32963154269972,38.3142217630854,61.685778236914594
133,33.94025482093664,66.05974517906336,37.45058539944904,62.54941460055096
134,23.947572314049587,76.0524276859504,37.198777548209364,62.801222451790636
135,44.33755165289256,55.66244834710744,38.899449035812665,61.100550964187335
136,45.538481404958674,54.461518595041326,40.8454717630854,59.154528236914594
137,44.15030991735537,55.849690082644635,39.78667355371901,60.21332644628099
138,14.744748622589531,85.25525137741047,40.200413223140494,59.799586776859506
139,46.00335743801653,53.996642561983464,40.41089876033058,59.589101239669425
140,42.510330578512395,57.4896694214876,40.00266873278237,59.99733126721763
141,44.651773415977964,55.34822658402204,39.273415977961434,60.72658402203856
142,45.85700757575758,54.14299242424242,40.456783746556475,59.543216253443525
143,33.298898071625345,66.70110192837465,41.414256198347104,58.585743801652896
144,54.67673898071625,45.32326101928375,40.89058195592287,59.10941804407714
145,13.068181818181818,86.93181818181817,40.922951101928376,59.077048898071624
146,31.794507575757574,68.20549242424242,41.49156336088154,58.508436639118464
147,66.12000688705234,33.87999311294766,42.45902203856749,57.5409779614325
148,61.63266184573003,38.36733815426997,41.74337121212121,58.25662878787879
149,10.078770661157025,89.92122933884298,41.83884297520661,58.16115702479339
150,46.984762396694215,53.015237603305785,42.610623278236915,57.389376721763085
151,46.321883608815426,53.678116391184574,43.87715220385675,56.12284779614325
152,51.446280991735534,48.553719008264466,43.95402892561984,56.04597107438017
153,47.731577134986225,52.268422865013775,43.74431818181819,56.25568181818182
154,55.19972451790633,44.80027548209367,44.112517217630845,55.88748278236914
155,44.989669421487605,55.0103305785124,44.90082644628099,55.09917355371901
156,29.56912878787879,70.43087121212122,45.40926308539945,54.59073691460055
157,44.47959710743802,55.52040289256198,44.66193181818181,55.33806818181819
158,48.15556129476584,51.84443870523416,46.128873966942145,53.871126033057855
159,48.13403925619835,51.86596074380165,46.94791666666667,53.05208333333333
160,26.446280991735538,73.55371900826447,45.40315082644628,54.59684917355372
161,47.92527548209367,52.07472451790633,44.10683539944904,55.893164600550975
162,63.44481749311295,36.55518250688705,44.99121900826446,55.00878099173554
163,46.4079717630854,53.5920282369146,45.42501721763086,54.57498278236914
164,47.92527548209367,52.07472451790633,44.62465564738292,55.37534435261708
165,37.267561983471076,62.732438016528924,44.3793044077135,55.6206955922865
